CASEID	COUNTY	PUBLIC_WATER_SUPPLY	POPULATION_SERVED	SAMPLING_DATE	SAMPLE_NUMBER	RAW_OR_TREATED	PFOA_PFOS_PPT	TOTAL_TESTED_PFAS_PPT	METHOD
794	WASHTENAW	Northfield Estates	1620	10-AUG-2018	GWEF1808100915KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
795	VAN BUREN	Phelps Mobile Home Villa	87	07-AUG-2018	GWNT1808070930GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
796	CASS	Simmons Mobile Home Park	55	08-AUG-2018	GWNT1808080900GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
797	CASS	Cass County Water System	1350	06-AUG-2018	GWIN1808060920GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
798	WASHTENAW	River Ridge - Saline	720	10-AUG-2018	GWEF1808101020KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
799	VAN BUREN	Lawton	1900	07-AUG-2018	GWNT1808071110GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
800	ANTRIM	Mancelona Area WSA - The Chief	40	15-AUG-2018	GWEF1808151030GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
801	VAN BUREN	Lawton	1900	07-AUG-2018	GWNT1808071115GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
802	CASS	Cass County Water System	1350	06-AUG-2018	GWIN1808060910GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
803	LAPEER	Dryden, Village of	951	14-AUG-2018	GWEF1808140900KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
804	CASS	Linden Mobile Home Park	92	08-AUG-2018	GWNT1808080920GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
805	ANTRIM	Shanty Creek - Watars Association	1150	15-AUG-2018	GWEF1808151330GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
806	LAPEER	Metamora, Village of	565	14-AUG-2018	GWEF1808140830KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
807	LIVINGSTON	Pine Knoll Apartments, LLC	100	08-AUG-2018	GWNT1808081400KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
808	OTSEGO	Treetops Resort (Treetops North)	90	14-AUG-2018	GWEF1808141210GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
809	LIVINGSTON	Pine Knoll Apartments, LLC	100	08-AUG-2018	GWNT1808081415KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
810	VAN BUREN	Mattawan	2037	07-AUG-2018	GWEF1808071430GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
811	WASHTENAW	Sylvan Township	263	08-AUG-2018	GWEF1808081130KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
812	KALAMAZOO	Boerman Mobile Village	150	06-AUG-2018	GWNT1808061220GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
813	GENESEE	Grand Blanc, City of	8276	03-AUG-2018	GWEF1808031200KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
814	GENESEE	Pinehurst Apartments	55	13-AUG-2018	GWEF1808131100KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
815	VAN BUREN	Bangor	1938	25-JUL-2018	GWEF1807251320GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
816	LENAWEE	Clinton	2336	03-AUG-2018	GWEF1808030900GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
817	GENESEE	Grand Blanc, City of	8276	03-AUG-2018	GWEF1808031130KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
818	OTSEGO	Sunset Estates Gaylord	50	13-AUG-2018	GWNT1808131400GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
819	LENAWEE	Clinton	2336	03-AUG-2018	GWEF1808030830GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
820	GENESEE	Pine Ridge Mobile Home Community	490	03-AUG-2018	GWEF1808031030KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
821	LENAWEE	Britton	611	03-AUG-2018	GWEF1808031100GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
822	GENESEE	Cranes Cove Condominiums	175	03-AUG-2018	GWEF1808031000KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
823	OTSEGO	Nottingham Forest MHP	185	13-AUG-2018	GWNT1808131700GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
824	OTSEGO	Horsell Manor	25	13-AUG-2018	GWNT1808131240GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
825	LENAWEE	Britton	611	03-AUG-2018	GWEF1808031000GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
826	LENAWEE	Britton	611	03-AUG-2018	GWEF1808031030GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
827	GENESEE	Glen Devon Condominiums	260	03-AUG-2018	GWEF1808030930KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
828	VAN BUREN	Bangor	1938	25-JUL-2018	GWEF1807251310GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
829	VAN BUREN	Bangor	1938	25-JUL-2018	GWEF1807251245GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
830	GENESEE	Pheasant Run Manor Apartments	360	03-AUG-2018	GWEF1808030900KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
831	LENAWEE	Clinton	2336	03-AUG-2018	GWEF1808030800GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
832	VAN BUREN	Bangor	1938	25-JUL-2018	GWEF1807251230GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
833	OTSEGO	West Park Apartments	54	13-AUG-2018	GWEF1808131200GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
834	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWNT1809101120KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
835	EATON	Diamondale Health Care Center	177	27-JUN-2018	GWIN1806271510GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
836	MARQUETTE	K I Sawyer	3000	15-AUG-2018	GWIN1808151500GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
837	SHIAWASSEE	Countryside Village	555	16-AUG-2018	GWEF1808160900KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
838	OSCEOLA	Pineview Homes	25	11-SEP-2018	GWNT1809111115KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
839	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWEF1809101030KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
840	SHIAWASSEE	Hidden Glen Apartments	57	16-AUG-2018	GWNT1808160945KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
841	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWEF1809101000KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
842	GENESEE	Vicinia Gardens	40	16-AUG-2018	GWEF1808161415KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
843	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWEF1809101050KER	Treated Drinking Water	ND	20	EPA 537 Rev. 1.1
844	SHIAWASSEE	Stoney Creek Village Apartments	54	16-AUG-2018	GWEF1808161100KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
845	SCHOOLCRAFT	Germfask Township	200	17-AUG-2018	GWNT1808171100GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
846	SHIAWASSEE	Pleasant Valley Trailer Park	94	16-AUG-2018	GWNT1808161545KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
847	GENESEE	West Court Ranches	218	16-AUG-2018	GWIN1808161245KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
848	SHIAWASSEE	Countryside Village	555	16-AUG-2018	GWEF1808160910KER-FD	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
849	SHIAWASSEE	Pleasant Valley Trailer Park	94	16-AUG-2018	GWEF1808161600KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
850	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWEF1809101020KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
851	MARQUETTE	K I Sawyer	3000	15-AUG-2018	GWIN1808151535GSC	Treated Drinking Water	ND	10	EPA 537 Rev. 1.1
852	MARQUETTE	K I Sawyer	3000	15-AUG-2018	GWIN1808151530GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
853	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWEF1809101130KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
854	GENESEE	West Court Ranches	218	16-AUG-2018	GWEF1808161215KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
855	MARQUETTE	K I Sawyer	3000	15-AUG-2018	GWIN1808151510GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
856	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWNT1809101100KER	Treated Drinking Water	ND	4	EPA 537 Rev. 1.1
857	OSCEOLA	Evart, City of	1903	10-SEP-2018	GWEF1809101110KER	Treated Drinking Water	2	2	EPA 537 Rev. 1.1
858	ANTRIM	Meadowbrook Med Care Facility	154	15-AUG-2018	GWIN1808151100GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
859	GENESEE	Byram Ridge	40	16-AUG-2018	GWEF1808161330KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
860	LEELANAU	Northport, Village of	526	05-SEP-2018	GWEF1809051245KER	Treated Drinking Water	4	20	EPA 537 Rev. 1.1
861	ONTONAGON	Ontonagon	2919	31-JUL-2018	SWIN1807311630GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
862	BARAGA	L'anse	2300	02-AUG-2018	SWIN1808021000GGA	Raw Water	ND	ND	Isotope Dilution
863	ONTONAGON	Ontonagon	2919	31-JUL-2018	SWIN1807311630GGA	Raw Water	ND	ND	Isotope Dilution
864	BARAGA	L'anse	2300	02-AUG-2018	SWEF1808021010GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
865	BARAGA	L'anse	2300	02-AUG-2018	SWEF1808021010GGA	Treated Drinking Water	ND	ND	Isotope Dilution
866	VAN BUREN	South Haven	9305	09-AUG-2018	SWIN1808090910GGA	Raw Water	ND	ND	Isotope Dilution
867	LEELANAU	Northport, Village of	526	05-SEP-2018	GWEF1809051320KER-FD	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
868	VAN BUREN	South Haven	9305	09-AUG-2018	SWEF1808090920GGA	Treated Drinking Water	ND	ND	Isotope Dilution
869	LEELANAU	Northport, Village of	526	05-SEP-2018	GWEF1809051300KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
870	VAN BUREN	South Haven	9305	09-AUG-2018	SWEF1808090920GGA	Treated Drinking Water	2	2	EPA 537 Rev. 1.1
871	KALAMAZOO	Portage	46292	06-AUG-2018	GWEF1808061515MK	Treated Drinking Water	ND	4	EPA 537 Rev. 1.1
872	LEELANAU	Northport, Village of	526	05-SEP-2018	GWEF1809051230KER	Treated Drinking Water	ND	4	EPA 537 Rev. 1.1
873	ONTONAGON	Ontonagon	2919	31-JUL-2018	SWEF1807311640GGA	Treated Drinking Water	ND	ND	Isotope Dilution
874	ONTONAGON	Ontonagon	2919	31-JUL-2018	SWEF1807311640GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
875	GOGEBIC	Lac Vieus Desert Band of Lake Superior Chippewa	1740	23-AUG-2018	GWIN1808230800GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
876	OSCEOLA	White Birch Estates	123	10-SEP-2018	GWNT1809101600KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
877	INGHAM	Leslie, City of	2089	23-JUL-2018	GWIN1807231010KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
878	GOGEBIC	Lac Vieus Desert Band of Lake Superior Chippewa	1740	23-AUG-2018	GWIN1808230810GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
879	CLINTON	Elsie, Village of	966	30-JUL-2018	GWEF1807301200KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
880	CLINTON	Elsie, Village of	966	30-JUL-2018	GWEF1807301215KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
881	CLINTON	Fowler, Village of	1136	30-JUL-2018	GWEF1807301300KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
882	LIVINGSTON	Woodland Center Correctional Facility	210	30-JUL-2018	GWEF1807301430	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
883	BERRIEN	Country Acres Homeowners Association	180	24-JUL-2018	GWNT1807241430GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
884	EATON	Maple Knoll	125	17-AUG-2018	GWEF1808171400KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
885	EMMET	Little Traverse Bay Bands of Odawa (Wah Wahs Noo Da Ke)	25	22-AUG-2018	GWEF1808221000GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
886	BERRIEN	Berrien Springs	8840	24-JUL-2018	GWEF1807241330GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
887	GENESEE	Sugartree Apartments	375	20-AUG-2018	GWNT1808201020KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
888	CLINTON	Ovid, Village of	1612	23-JUL-2018	GWEF1807231430KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
889	MENOMINEE	Hannahville Community MI	4382	21-AUG-2018	GWEF1808211045GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
890	LIVINGSTON	Hidden Shores West	75	30-JUL-2018	GWEF1807301245GSC	Raw Water	4	7	EPA 537 Rev. 1.1
891	BERRIEN	Berrien Springs	8840	24-JUL-2018	GWEF1807241400GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
892	BERRIEN	Berrien Springs	8840	24-JUL-2018	GWIN1807241300GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
893	SHIAWASSEE	New Lothrop, Village of	610	15-AUG-2018	GWEF1808150930KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
894	SHIAWASSEE	Greenwood Apartments	50	15-AUG-2018	GWNT1808151020KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
895	WASHTENAW	Village at Eagle Gardens	193	30-JUL-2018	GWNT1807301310GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
896	LIVINGSTON	Lakeshore Village Subdivision	132	30-JUL-2018	GWEF1807301045GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
897	SHIAWASSEE	Looking Glass Terrace Apts.	31	15-AUG-2018	GWEF1808151210KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
898	WASHTENAW	Westbrook Apartments	330	30-JUL-2018	GWEF1807301400GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
899	LIVINGSTON	Eastern Michigan Nazarene District Cente	250	30-JUL-2018	GWNT1807301000GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
900	LIVINGSTON	Osborn Lake Estates	125	30-JUL-2018	GWNT1807301100GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
901	CLINTON	Capital Crossings	50	25-JUL-2018	GWEF1807251045KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
902	HOUGHTON	Adams Township	8729	30-JUL-2018	GWEF1807311500GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
903	INGHAM	V F W National Home	150	25-JUL-2018	GWEF1807251300KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
904	BERRIEN	Mary's City of David	35	24-JUL-2018	GWNT1807241510GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
905	ONTONAGON	Rockland Township	350	31-JUL-2018	GWEF1807311730GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
906	CLINTON	St. Johns, City of	7896	25-JUL-2018	GWEF1807250945KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
907	HOUGHTON	Lake Linden	1203	30-JUL-2018	GWNT1807301400GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
908	SHIAWASSEE	Owosso, City of	18364	20-AUG-2018	GWEF1808201200KER-FD	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
909	SHIAWASSEE	Moon Lake Estates	31	17-AUG-2018	GWNT1808171145KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
910	SHIAWASSEE	Quiet Cove Trailer Park	70	17-AUG-2018	GWNT1808171030KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
911	SHIAWASSEE	Lakeview Estates	380	15-AUG-2018	GWEF1808150800KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
912	MARQUETTE	Powell Township	300	16-AUG-2018	GWNT1808161000GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
913	HOUGHTON	Franklin Township	300	31-JUL-2018	GWIN1807310910GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
914	SHIAWASSEE	Owosso, City of	18364	20-AUG-2018	GWEF1808201150KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
915	MUSKEGON	Crystal Downs Mobile Village	260	16-AUG-2018	GWNT1808161130GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
916	SHIAWASSEE	Northwoods Community	238	20-AUG-2018	GWEF1808201315KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
917	SHIAWASSEE	Woods and Fields Communities West	185	20-AUG-2018	GWEF1808201430KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
918	SHIAWASSEE	Northwoods Community	238	20-AUG-2018	GWEF1808201330KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
919	SHIAWASSEE	Perry, City of	2065	15-AUG-2018	GWEF1808151300KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
920	MUSKEGON	Crystal Downs Mobile Village	260	16-AUG-2018	GWNT1808161210GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
921	MUSKEGON	Crystal Downs Mobile Village	260	16-AUG-2018	GWNT1808161210GGA-FD	Raw Water	ND	ND	EPA 537 Rev. 1.1
922	SHIAWASSEE	Woods and Fields Communities East	528	20-AUG-2018	GWEF1808201400KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
923	SHIAWASSEE	Orchard Place Manor Apartments	100	16-AUG-2018	GWNT1808161030KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
924	SHIAWASSEE	Country Manor	87	20-AUG-2018	GWEF1808201120KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
925	OTTAWA	Northwest Ottawa Co Water Syst	40416	18-SEP-2018	GWIN1809181230KER	Raw Water	ND	ND	Isotope Dilution
926	SCHOOLCRAFT	Manistique	3874	20-AUG-2018	SWEF1808201100GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
927	ALGER	Chatham	300	16-AUG-2018	GWEF1808161345GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
928	LENAWEE	Man Nor Farms Subdivision	193	23-AUG-2018	GWEF1808231000KER-FD	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
929	DELTA	Gladstone	4396	21-AUG-2018	SWEF1808210800GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
930	ALGER	Mathias Township	175	16-AUG-2018	GWIN1808161130GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
931	ALGER	Munising	2783	16-AUG-2018	GWEF1808161540GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
932	OTTAWA	Northwest Ottawa Co Water Syst	40416	18-SEP-2018	GWEF1809181240KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
933	MARQUETTE	553 Mobile Estates	50	16-AUG-2018	GWNT1808161115GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
934	SCHOOLCRAFT	Manistique	3874	20-AUG-2018	SWEF1808201100GSC	Treated Drinking Water	ND	2	Isotope Dilution
935	DELTA	Gladstone	4396	21-AUG-2018	SWEF1808210800GSC	Treated Drinking Water	ND	2	Isotope Dilution
936	ALGER	Munising	2783	16-AUG-2018	GWEF1808161535GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
937	ALGER	Chatham	300	16-AUG-2018	GWEF1808161400GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
938	SCHOOLCRAFT	Manistique	3874	20-AUG-2018	SWIN1808201110GSC	Raw Water	ND	ND	Isotope Dilution
939	LENAWEE	Man Nor Farms Subdivision	193	23-AUG-2018	GWEF1808230950KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
940	DELTA	Gladstone	4396	21-AUG-2018	SWIN180210810GSC	Raw Water	4	4	Isotope Dilution
941	OTTAWA	Northwest Ottawa Co Water Syst	40416	18-SEP-2018	GWEF1809181240KER	Treated Drinking Water	ND	ND	Isotope Dilution
942	ALGER	Mathias Township	175	16-AUG-2018	GWIN1808161140GSC-FD	Raw Water	ND	ND	EPA 537 Rev. 1.1
943	SAGINAW	Parkwood Village	58	27-AUG-2018	GWEF1808271200KER	Raw Water	ND	2	EPA 537 Rev. 1.1
944	IONIA	Evergreen Mobile Home Community	272	27-SEP-2018	GWEF1809271430KER	Treated Drinking Water	ND	3	EPA 537 Rev. 1.1
945	CHARLEVOIX	Walloon Lake Water System	579	29-AUG-2018	GWEF1808291400GGA	Treated Drinking Water	ND	2	EPA 537 Rev. 1.1
946	IONIA	Evergreen Mobile Home Community	272	27-SEP-2018	GWEF1809271400KER	Treated Drinking Water	ND	18	EPA 537 Rev. 1.1
947	CHARLEVOIX	Walloon Lake Water System	579	29-AUG-2018	GWEF1808291500GGA	Treated Drinking Water	ND	19	EPA 537 Rev. 1.1
948	OSCEOLA	Eagle Village	84	10-SEP-2018	GWNT1809101515KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
949	EMMET	Foxfield Apartments	65	21-AUG-2018	GWNT1808211530GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
950	EMMET	Conway Commons Mobile Home Park	128	22-AUG-2018	GWNT1808220900GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
951	IRON	Iron River Township-Nash	340	23-AUG-2018	GWNT1808230900GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
952	OSCEOLA	Eagle Village	84	10-SEP-2018	GWNT1809101545KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
953	EMMET	Petoskey, City of	10331	21-AUG-2018	GWEF1808211020GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
954	EMMET	The Shores on Crooked Lake	57	21-AUG-2018	GWNT18082114000GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
955	OSCEOLA	Eagle Village	84	10-SEP-2018	GWNT1809101530KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
956	EMMET	Petoskey, City of	10331	21-AUG-2018	GWEF1808210930GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
957	OSCEOLA	Eagle Village	84	10-SEP-2018	GWNT1809101540KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
958	IRON	IronRiver Township-Ryden Road	290	23-AUG-2018	GWNT1808230940GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
959	EMMET	Inland House Condominium Association	90	21-AUG-2018	GWNT1808211200GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
960	EMMET	Kalchik Estates	147	21-AUG-2018	GWNT1808211650GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
961	IRON	Stambaugh Twp.-Hagerman Lake	230	23-AUG-2018	GWNT1808231400GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
962	EMMET	Petoskey, City of	10331	21-AUG-2018	GWEF1808211000GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
963	IONIA	Saranac	1296	27-SEP-2018	GWNT1809271100KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
964	OSCEOLA	Eagle Village	84	10-SEP-2018	GWNT1809101445KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
965	IRON	Iron River Township-Beechwood	440	23-AUG-2018	GWNT1808230915GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
966	LENAWEE	Morenci	2220	24-AUG-2018	GWEF1808240900KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
967	EMMET	Petoskey, City of	10331	21-AUG-2018	GWEF1808211030GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
968	EMMET	Hidden Hamlet Association	465	22-AUG-2018	GWEF1808220930GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
969	EMMET	Birchwood Farms	1227	21-AUG-2018	GWEF1808211545GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
970	EMMET	Birchwood Farms	1227	21-AUG-2018	GWNT1808211600GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
971	OSCEOLA	Eagle Village	84	10-SEP-2018	GWIN1809101430KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
972	OSCEOLA	Eagle Village	84	10-SEP-2018	GWNT1809101500KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
973	IRON	Gaastra	376	23-AUG-2018	GWNT1808231140GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
974	MARQUETTE	Marquette County Corrections Center	95	15-AUG-2018	GWNT1808151000GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
975	LUCE	Newberry Correctional Facility	1001	17-AUG-2018	GWIN1808171230GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
976	LENAWEE	Onstead	907	22-AUG-2018	GWEF1808221500KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
977	MARQUETTE	Silver Creek Estates Mobile Home Park	260	15-AUG-2018	GWNT1808151130GSC	Raw Water	ND	2	EPA 537 Rev. 1.1
978	LENAWEE	Onstead	907	22-AUG-2018	GWEF1808221530KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
979	MARQUETTE	Forsyth Township	2479	15-AUG-2018	GWNT1808151300GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
980	MARQUETTE	Forsyth Township	2479	15-AUG-2018	GWEF1808151340GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
981	EMMET	Little Traverse Bay Bands of Odawa (Mtigwaakiis)	25	22-AUG-2018	GWNT1808221200GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
982	ANTRIM	Lakewood Terrace Association	36	15-AUG-2018	GWEF1808151400GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
983	LENAWEE	Hudson	2307	27-AUG-2018	GWEF1808271015GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
984	LENAWEE	Madison Township	4197	24-AUG-2018	GWEF1808241045KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
985	MARQUETTE	Skandia-W Branch Water Dept	275	15-AUG-2018	GWNT1808151630GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
986	JACKSON	Fisher Trailer Park	43	22-AUG-2018	GWNT1808221120KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
987	LENAWEE	Country Villa Estates	182	24-AUG-2018	GWNT1808241130KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
988	LENAWEE	Leffingwell Estates	210	27-AUG-2018	GWNT1808271000GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
989	HILLSDALE	Hillsdale	8163	27-AUG-2018	GWEF1808271130GSC	Treated Drinking Water	ND	2	EPA 537 Rev. 1.1
